	title	url	party	year	type	lang	doc_id	party_abbr
375	                  ANNA ARVO ÄÄNELLESI                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SFP/592	Ruotsalainen kansanpuolue	2012	vaaliohjelma	FI	SFP_592	SFP
376	                  RÖSTÄ FÖR RESPEKT                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SFP/602	Ruotsalainen kansanpuolue	2012	vaaliohjelma	SV	SFP_602	SFP
377	                  SFP:s metropolställningstagande                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SFP/1064	Ruotsalainen kansanpuolue	2012	erityisohjelma	SV	SFP_1064	SFP
378	                  FÖR ETT RIKARE FINLAND                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SFP/601	Ruotsalainen kansanpuolue	2011	vaaliohjelma	SV	SFP_601	SFP
379	                  RIKKAAMMAN SUOMEN PUOLESTA                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SFP/591	Ruotsalainen kansanpuolue	2011	vaaliohjelma	FI	SFP_591	SFP
380	                  SFP:s egenföretagarprogram                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SFP/1046	Ruotsalainen kansanpuolue	2011	erityisohjelma	SV	SFP_1046	SFP
381	                  SFP:s miljöpolitiska valprogram: Sex synpunkter om miljön                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SFP/1049	Ruotsalainen kansanpuolue	2011	erityisohjelma	SV	SFP_1049	SFP
382	                  Språkundervisning, språkbad, språkskolor och skolor med två undervisningsspråk                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SFP/1074	Ruotsalainen kansanpuolue	2011	erityisohjelma	SV	SFP_1074	SFP
383	                  Den svenska metropolen - Finlands 15:e största stad                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SFP/1063	Ruotsalainen kansanpuolue	2010	erityisohjelma	SV	SFP_1063	SFP
384	                  Landsbygdspolitiskt program                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SFP/1062	Ruotsalainen kansanpuolue	2010	erityisohjelma	SV	SFP_1062	SFP
385	                  SFP:s framtidsmanifest                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SFP/923	Ruotsalainen kansanpuolue	2010	erityisohjelma	SV	SFP_923	SFP
386	                  Tulevaisuusmanifesti                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SFP/924	Ruotsalainen kansanpuolue	2010	erityisohjelma	FI	SFP_924	SFP
387	                  Mångfald ger mervärde - SFP:s valprogram för Europaparlamentsvalet 2009                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SFP/600	Ruotsalainen kansanpuolue	2009	vaaliohjelma	SV	SFP_600	SFP
388	                  Moninaisuus tuo lisäarvoa - RKP:n vaaliohjelma Euroopan parlamenttivaaleissa 2009                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SFP/590	Ruotsalainen kansanpuolue	2009	vaaliohjelma	FI	SFP_590	SFP
389	                  Energipolitiskt program                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SFP/1035	Ruotsalainen kansanpuolue	2008	erityisohjelma	SV	SFP_1035	SFP
390	                  Integration Policy Programme                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SFP/1056	Ruotsalainen kansanpuolue	2008	erityisohjelma	EN	SFP_1056	SFP
391	                  Integrationspolitiskt program 2008                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SFP/1055	Ruotsalainen kansanpuolue	2008	erityisohjelma	SV	SFP_1055	SFP
392	                  Kommunalvalsprogram 2008                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SFP/535	Ruotsalainen kansanpuolue	2008	vaaliohjelma	SV	SFP_535	SFP
393	                  Kunnallisvaaliohjelma 2008                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SFP/539	Ruotsalainen kansanpuolue	2008	vaaliohjelma	FI	SFP_539	SFP
394	                  Arbetslivsprogram för Svenska folkpartiet                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SFP/1044	Ruotsalainen kansanpuolue	2007	erityisohjelma	SV	SFP_1044	SFP
395	                  Finlands globala ansvar                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SFP/1060	Ruotsalainen kansanpuolue	2007	erityisohjelma	SV	SFP_1060	SFP
396	                  Hälsopolitiskt program                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SFP/1068	Ruotsalainen kansanpuolue	2007	erityisohjelma	SV	SFP_1068	SFP
397	                  Ikäihmiset yhteiskunnassa                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SFP/1241	Ruotsalainen kansanpuolue	2007	erityisohjelma	FI	SFP_1241	SFP
398	                  Konsumentpolitiskt ställningstagande                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SFP/1071	Ruotsalainen kansanpuolue	2007	erityisohjelma	SV	SFP_1071	SFP
399	                  Kulturpolitiskt program 2007                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SFP/1061	Ruotsalainen kansanpuolue	2007	erityisohjelma	SV	SFP_1061	SFP
400	                  Lantbrukspolitiskt program                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SFP/1072	Ruotsalainen kansanpuolue	2007	erityisohjelma	SV	SFP_1072	SFP
401	                  Maatalouspoliittinen kannanotto                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SFP/1261	Ruotsalainen kansanpuolue	2007	erityisohjelma	FI	SFP_1261	SFP
402	                  Regionalpolitiskt program                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SFP/1065	Ruotsalainen kansanpuolue	2007	erityisohjelma	SV	SFP_1065	SFP
403	                  Sfp:s företagspolitiska program                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SFP/1047	Ruotsalainen kansanpuolue	2007	erityisohjelma	SV	SFP_1047	SFP
404	                  Utbildningspolitiskt ställningstagande                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SFP/1075	Ruotsalainen kansanpuolue	2007	erityisohjelma	SV	SFP_1075	SFP
405	                  100+3 - RKP:n eduskuntavaaliohjelma 2007                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SFP/508	Ruotsalainen kansanpuolue	2006	vaaliohjelma	FI	SFP_508	SFP
406	                  Askeleen edellä - Ruotsalaisen kansanpuolueen puolueohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SFP/559	Ruotsalainen kansanpuolue	2006	yleisohjelma	FI	SFP_559	SFP
407	                  Bioenergi på stark frammarsch                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SFP/506	Ruotsalainen kansanpuolue	2006	erityisohjelma	SV	SFP_506	SFP
408	                  Riksdagsvalsprogram 2007                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SFP/599	Ruotsalainen kansanpuolue	2006	vaaliohjelma	SV	SFP_599	SFP
409	                  Sfp:s energipolitiska ställningstagande                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SFP/511	Ruotsalainen kansanpuolue	2006	erityisohjelma	SV	SFP_511	SFP
410	                  Sfp:s program för de tvåspråkiga i Finland                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SFP/582	Ruotsalainen kansanpuolue	2006	erityisohjelma	SV	SFP_582	SFP
411	                  Steget före - SFP:s partiprogram                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SFP/570	Ruotsalainen kansanpuolue	2006	yleisohjelma	SV	SFP_570	SFP
412	                  Svenska Folkpartiets äldrepolitiska handlingsprogram                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SFP/1066	Ruotsalainen kansanpuolue	2006	erityisohjelma	SV	SFP_1066	SFP
413	                  Svenska folkpartiets Östersjöprogram, reviderat                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SFP/557	Ruotsalainen kansanpuolue	2005	erityisohjelma	SV	SFP_557	SFP
414	                  Arbetslivsprogram för Sfp                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SFP/505	Ruotsalainen kansanpuolue	2004	erityisohjelma	SV	SFP_505	SFP
415	                  DITT EUROPA, VÅRT EUROPA                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SFP/513	Ruotsalainen kansanpuolue	2004	vaaliohjelma	SV	SFP_513	SFP
416	                  EUROOPPA KOSKEE SINUA                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SFP/514	Ruotsalainen kansanpuolue	2004	vaaliohjelma	FI	SFP_514	SFP
417	                  Kommunalvalsprogram                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SFP/598	Ruotsalainen kansanpuolue	2004	vaaliohjelma	SV	SFP_598	SFP
418	                  Kunnallisvaaliohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SFP/589	Ruotsalainen kansanpuolue	2004	vaaliohjelma	FI	SFP_589	SFP
419	                  Regionalpolitiskt program                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SFP/572	Ruotsalainen kansanpuolue	2003	erityisohjelma	SV	SFP_572	SFP
420	                  Ruotsalainen kansanpuolueen suurkaupunkipoliittinen ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SFP/584	Ruotsalainen kansanpuolue	2003	erityisohjelma	FI	SFP_584	SFP
421	                  Sfp:s äldrepolitiska program                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SFP/502	Ruotsalainen kansanpuolue	2003	erityisohjelma	SV	SFP_502	SFP
422	                  SFP:S Företagspolitiskt ställningstagande                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SFP/518	Ruotsalainen kansanpuolue	2003	erityisohjelma	SV	SFP_518	SFP
423	                  Sfp's Initiative for Integration                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SFP/526	Ruotsalainen kansanpuolue	2003	erityisohjelma	EN	SFP_526	SFP
424	                  SFP:S Kulturpolitiskt program                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SFP/538	Ruotsalainen kansanpuolue	2003	erityisohjelma	SV	SFP_538	SFP
425	                  SFP:s storstadspolitiska program                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SFP/583	Ruotsalainen kansanpuolue	2003	erityisohjelma	SV	SFP_583	SFP
426	                  Vaalimanifesti                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SFP/588	Ruotsalainen kansanpuolue	2003	vaaliohjelma	FI	SFP_588	SFP
427	                  Valmanifest riksdagsvalet 2003                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SFP/597	Ruotsalainen kansanpuolue	2003	vaaliohjelma	SV	SFP_597	SFP
428	                  Yrityspoliittinen ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SFP/605	Ruotsalainen kansanpuolue	2003	erityisohjelma	FI	SFP_605	SFP
429	                  Ruotsalaisen kansanpuolueen Itämeriohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SFP/530	Ruotsalainen kansanpuolue	2002	erityisohjelma	FI	SFP_530	SFP
430	                  Sfp:s alkohol- och drogpolitiska program                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SFP/504	Ruotsalainen kansanpuolue	2002	erityisohjelma	SV	SFP_504	SFP
431	                  Svenska folkpartiets språkmanifest                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SFP/581	Ruotsalainen kansanpuolue	2002	erityisohjelma	SV	SFP_581	SFP
432	                  Invandringspolitiskt initiativ                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SFP/528	Ruotsalainen kansanpuolue	2001	erityisohjelma	SV	SFP_528	SFP
433	                  Ny energi - En rapport över förnybara energiformer och energisparande                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SFP/1050	Ruotsalainen kansanpuolue	2001	erityisohjelma	SV	SFP_1050	SFP
434	                  Kommuner kan... Miljö! - Goda exempel på miljöprojekt i Svenskfinland                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SFP/1048	Ruotsalainen kansanpuolue	2000	erityisohjelma	SV	SFP_1048	SFP
435	                  Bostadspolitiskt program                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SFP/1058	Ruotsalainen kansanpuolue	1999	erityisohjelma	SV	SFP_1058	SFP
436	                  Rkp:n yrittäjäpoliittinen ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SFP/604	Ruotsalainen kansanpuolue	1999	erityisohjelma	FI	SFP_604	SFP
437	                  Ruotsalaisen kansanpuolueen vaalijulistus 1999: Ihmisiä, jotka ajattelevat itse.                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SFP/587	Ruotsalainen kansanpuolue	1999	vaaliohjelma	FI	SFP_587	SFP
438	                  Sfp:s handikappolitiskt program                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SFP/522	Ruotsalainen kansanpuolue	1999	erityisohjelma	SV	SFP_522	SFP
439	                  Sfp:s lantbrukspolitiska program                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SFP/543	Ruotsalainen kansanpuolue	1999	erityisohjelma	SV	SFP_543	SFP
440	                  Sfp:s mediepolitiska program                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SFP/546	Ruotsalainen kansanpuolue	1999	erityisohjelma	SV	SFP_546	SFP
441	                  Sfp:s program om äldreomsorgen                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SFP/503	Ruotsalainen kansanpuolue	1999	erityisohjelma	SV	SFP_503	SFP
442	                  Sfp:s Språkpolitiskt program                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SFP/580	Ruotsalainen kansanpuolue	1999	erityisohjelma	SV	SFP_580	SFP
443	                  Småföretagen i fokus                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SFP/1051	Ruotsalainen kansanpuolue	1999	erityisohjelma	SV	SFP_1051	SFP
444	                  Svenska folkpartiets valmanifest 1999 - Tänker först.                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SFP/596	Ruotsalainen kansanpuolue	1999	vaaliohjelma	SV	SFP_596	SFP
445	                  För ett barnvänligare samhälle                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SFP/1057	Ruotsalainen kansanpuolue	1998	erityisohjelma	SV	SFP_1057	SFP
446	                  Hälsopolitiska arbetsgruppens rapport (program)                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SFP/520	Ruotsalainen kansanpuolue	1998	erityisohjelma	SV	SFP_520	SFP
447	                  Itämeri lähellä sinua - Rkp:n toimintaohjelma Itämeren kuormituksen vähentämiseksi                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SFP/529	Ruotsalainen kansanpuolue	1998	erityisohjelma	FI	SFP_529	SFP
448	                  Kanssa ihmisen - Rkp:n hyvinvointpoliittinen ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SFP/523	Ruotsalainen kansanpuolue	1998	erityisohjelma	FI	SFP_523	SFP
449	                  Kielemme, turvamme                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SFP/531	Ruotsalainen kansanpuolue	1998	erityisohjelma	FI	SFP_531	SFP
450	                  Lapsipoliittinen ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SFP/544	Ruotsalainen kansanpuolue	1998	erityisohjelma	FI	SFP_544	SFP
451	                  Ruotsalainen kansanpuolue ja pohjoismainen yhteistyö                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SFP/561	Ruotsalainen kansanpuolue	1998	erityisohjelma	FI	SFP_561	SFP
452	                  Samhällets stöd till idrotten                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SFP/1070	Ruotsalainen kansanpuolue	1998	erityisohjelma	SV	SFP_1070	SFP
453	                  Sfp och det nordiska samarbetet                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SFP/549	Ruotsalainen kansanpuolue	1998	erityisohjelma	SV	SFP_549	SFP
454	                  Partiprogram 'Med människan'                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SFP/569	Ruotsalainen kansanpuolue	1997	yleisohjelma	SV	SFP_569	SFP
